source_version,category,source_file,source_reference,section_id,heading_level,section_path,heading,classification,canonical_skill_ids,lesson_ids,review_status,notes
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Extensions.xhtml,LanguageGuide/Extensions.xhtml#extensions,languageguide-extensions-xhtml.001.extensions,1,Extensions,Extensions,context,,,reviewed-no-lesson,Reviewed as chapter context or explanatory grouping; no distinct interaction required.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Extensions.xhtml,LanguageGuide/Extensions.xhtml#Extension-Syntax,languageguide-extensions-xhtml.002.extension-syntax,2,Extensions > Extension Syntax,Extension Syntax,teachable,swift.extensions.syntax,swift.extensions.syntax,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Extensions.xhtml,LanguageGuide/Extensions.xhtml#Computed-Properties,languageguide-extensions-xhtml.003.computed-properties,2,Extensions > Computed Properties,Computed Properties,teachable,swift.extensions.computed-property,swift.extensions.computed-property,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Extensions.xhtml,LanguageGuide/Extensions.xhtml#Initializers,languageguide-extensions-xhtml.004.initializers,2,Extensions > Initializers,Initializers,teachable,swift.extensions.initializer,swift.extensions.initializer,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Extensions.xhtml,LanguageGuide/Extensions.xhtml#Methods,languageguide-extensions-xhtml.005.methods,2,Extensions > Methods,Methods,teachable,swift.extensions.method,swift.extensions.method,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Extensions.xhtml,LanguageGuide/Extensions.xhtml#Mutating-Instance-Methods,languageguide-extensions-xhtml.006.mutating-instance-methods,3,Extensions > Methods > Mutating Instance Methods,Mutating Instance Methods,teachable,swift.extensions.mutating,swift.extensions.mutating,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Extensions.xhtml,LanguageGuide/Extensions.xhtml#Subscripts,languageguide-extensions-xhtml.007.subscripts,2,Extensions > Subscripts,Subscripts,teachable,swift.extensions.subscript,swift.extensions.subscript,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Extensions.xhtml,LanguageGuide/Extensions.xhtml#Nested-Types,languageguide-extensions-xhtml.008.nested-types,2,Extensions > Nested Types,Nested Types,teachable,swift.extensions.nested,swift.extensions.nested,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#protocols,languageguide-protocols-xhtml.001.protocols,1,Protocols,Protocols,context,,,reviewed-no-lesson,Reviewed as chapter context or explanatory grouping; no distinct interaction required.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Protocol-Syntax,languageguide-protocols-xhtml.002.protocol-syntax,2,Protocols > Protocol Syntax,Protocol Syntax,teachable,swift.protocols.syntax,swift.protocols.syntax,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Property-Requirements,languageguide-protocols-xhtml.003.property-requirements,2,Protocols > Property Requirements,Property Requirements,teachable,swift.protocols.property-requirement,swift.protocols.property-requirement,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Method-Requirements,languageguide-protocols-xhtml.004.method-requirements,2,Protocols > Method Requirements,Method Requirements,teachable,swift.protocols.method-requirement,swift.protocols.method-requirement,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Mutating-Method-Requirements,languageguide-protocols-xhtml.005.mutating-method-requirements,2,Protocols > Mutating Method Requirements,Mutating Method Requirements,teachable,swift.protocols.mutating-requirement,swift.protocols.mutating-requirement,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Initializer-Requirements,languageguide-protocols-xhtml.006.initializer-requirements,2,Protocols > Initializer Requirements,Initializer Requirements,teachable,swift.protocols.initializer-requirement,swift.protocols.initializer-requirement,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Class-Implementations-of-Protocol-Initializer-Requirements,languageguide-protocols-xhtml.007.class-implementations-of-protocol-initializer-requirements,3,Protocols > Initializer Requirements > Class Implementations of Protocol Initializer Requirements,Class Implementations of Protocol Initializer Requirements,teachable,swift.protocols.required-class-init,swift.protocols.required-class-init,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Failable-Initializer-Requirements,languageguide-protocols-xhtml.008.failable-initializer-requirements,3,Protocols > Initializer Requirements > Failable Initializer Requirements,Failable Initializer Requirements,teachable,swift.protocols.failable-init,swift.protocols.failable-init,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Protocols-that-Have-Only-Semantic-Requirements,languageguide-protocols-xhtml.009.protocols-that-have-only-semantic-requirements,2,Protocols > Protocols that Have Only Semantic Requirements,Protocols that Have Only Semantic Requirements,teachable,swift.protocols.semantic,swift.protocols.semantic,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Protocols-as-Types,languageguide-protocols-xhtml.010.protocols-as-types,2,Protocols > Protocols as Types,Protocols as Types,teachable,swift.protocols.existential,swift.protocols.existential,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Delegation,languageguide-protocols-xhtml.011.delegation,2,Protocols > Delegation,Delegation,teachable,swift.protocols.delegation,swift.protocols.delegation,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Adding-Protocol-Conformance-with-an-Extension,languageguide-protocols-xhtml.012.adding-protocol-conformance-with-an-extension,2,Protocols > Adding Protocol Conformance with an Extension,Adding Protocol Conformance with an Extension,teachable,swift.protocols.extension-conformance,swift.protocols.extension-conformance,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Conditionally-Conforming-to-a-Protocol,languageguide-protocols-xhtml.013.conditionally-conforming-to-a-protocol,3,Protocols > Adding Protocol Conformance with an Extension > Conditionally Conforming to a Protocol,Conditionally Conforming to a Protocol,teachable,swift.protocols.conditional-conformance,swift.protocols.conditional-conformance,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Declaring-Protocol-Adoption-with-an-Extension,languageguide-protocols-xhtml.014.declaring-protocol-adoption-with-an-extension,3,Protocols > Adding Protocol Conformance with an Extension > Declaring Protocol Adoption with an Extension,Declaring Protocol Adoption with an Extension,teachable,swift.protocols.declare-adoption,swift.protocols.declare-adoption,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Adopting-a-Protocol-Using-a-Synthesized-Implementation,languageguide-protocols-xhtml.015.adopting-a-protocol-using-a-synthesized-implementation,2,Protocols > Adopting a Protocol Using a Synthesized Implementation,Adopting a Protocol Using a Synthesized Implementation,teachable,swift.protocols.synthesized,swift.protocols.synthesized,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Implicit-Conformance-to-a-Protocol,languageguide-protocols-xhtml.016.implicit-conformance-to-a-protocol,2,Protocols > Implicit Conformance to a Protocol,Implicit Conformance to a Protocol,teachable,swift.protocols.implicit,swift.protocols.implicit,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Collections-of-Protocol-Types,languageguide-protocols-xhtml.017.collections-of-protocol-types,2,Protocols > Collections of Protocol Types,Collections of Protocol Types,teachable,swift.protocols.collection-existentials,swift.protocols.collection-existentials,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Protocol-Inheritance,languageguide-protocols-xhtml.018.protocol-inheritance,2,Protocols > Protocol Inheritance,Protocol Inheritance,teachable,swift.protocols.inheritance,swift.protocols.inheritance,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Class-Only-Protocols,languageguide-protocols-xhtml.019.class-only-protocols,2,Protocols > Class-Only Protocols,Class-Only Protocols,teachable,swift.protocols.class-only,swift.protocols.class-only,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Protocol-Composition,languageguide-protocols-xhtml.020.protocol-composition,2,Protocols > Protocol Composition,Protocol Composition,teachable,swift.protocols.composition,swift.protocols.composition,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Checking-for-Protocol-Conformance,languageguide-protocols-xhtml.021.checking-for-protocol-conformance,2,Protocols > Checking for Protocol Conformance,Checking for Protocol Conformance,teachable,swift.protocols.runtime-check,swift.protocols.runtime-check,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Optional-Protocol-Requirements,languageguide-protocols-xhtml.022.optional-protocol-requirements,2,Protocols > Optional Protocol Requirements,Optional Protocol Requirements,teachable,swift.protocols.optional-requirement,swift.protocols.optional-requirement,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Protocol-Extensions,languageguide-protocols-xhtml.023.protocol-extensions,2,Protocols > Protocol Extensions,Protocol Extensions,teachable,swift.protocols.extension,swift.protocols.extension,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Providing-Default-Implementations,languageguide-protocols-xhtml.024.providing-default-implementations,3,Protocols > Protocol Extensions > Providing Default Implementations,Providing Default Implementations,teachable,swift.protocols.default-implementation,swift.protocols.default-implementation,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Protocols.xhtml,LanguageGuide/Protocols.xhtml#Adding-Constraints-to-Protocol-Extensions,languageguide-protocols-xhtml.025.adding-constraints-to-protocol-extensions,3,Protocols > Protocol Extensions > Adding Constraints to Protocol Extensions,Adding Constraints to Protocol Extensions,teachable,swift.protocols.constrained-extension,swift.protocols.constrained-extension,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#generics,languageguide-generics-xhtml.001.generics,1,Generics,Generics,context,,,reviewed-no-lesson,Reviewed as chapter context or explanatory grouping; no distinct interaction required.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#The-Problem-that-Generics-Solve,languageguide-generics-xhtml.002.the-problem-that-generics-solve,2,Generics > The Problem that Generics Solve,The Problem that Generics Solve,teachable,swift.generics.problem,swift.generics.problem,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Generic-Functions,languageguide-generics-xhtml.003.generic-functions,2,Generics > Generic Functions,Generic Functions,teachable,swift.generics.function,swift.generics.function,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Type-Parameters,languageguide-generics-xhtml.004.type-parameters,2,Generics > Type Parameters,Type Parameters,teachable,swift.generics.type-parameter,swift.generics.type-parameter,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Naming-Type-Parameters,languageguide-generics-xhtml.005.naming-type-parameters,2,Generics > Naming Type Parameters,Naming Type Parameters,teachable,swift.generics.type-parameter,swift.generics.type-parameter,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Generic-Types,languageguide-generics-xhtml.006.generic-types,2,Generics > Generic Types,Generic Types,teachable,swift.generics.type,swift.generics.type,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Extending-a-Generic-Type,languageguide-generics-xhtml.007.extending-a-generic-type,2,Generics > Extending a Generic Type,Extending a Generic Type,teachable,swift.generics.extension,swift.generics.extension,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Type-Constraints,languageguide-generics-xhtml.008.type-constraints,2,Generics > Type Constraints,Type Constraints,teachable,swift.generics.constraint-syntax,swift.generics.constraint-syntax,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Type-Constraint-Syntax,languageguide-generics-xhtml.009.type-constraint-syntax,3,Generics > Type Constraints > Type Constraint Syntax,Type Constraint Syntax,teachable,swift.generics.constraint-syntax,swift.generics.constraint-syntax,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Type-Constraints-in-Action,languageguide-generics-xhtml.010.type-constraints-in-action,3,Generics > Type Constraints > Type Constraints in Action,Type Constraints in Action,teachable,swift.generics.constraint-action,swift.generics.constraint-action,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Associated-Types,languageguide-generics-xhtml.011.associated-types,2,Generics > Associated Types,Associated Types,teachable,swift.generics.associated-type,swift.generics.associated-type,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Associated-Types-in-Action,languageguide-generics-xhtml.012.associated-types-in-action,3,Generics > Associated Types > Associated Types in Action,Associated Types in Action,teachable,swift.generics.associated-type,swift.generics.associated-type,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Extending-an-Existing-Type-to-Specify-an-Associated-Type,languageguide-generics-xhtml.013.extending-an-existing-type-to-specify-an-associated-type,3,Generics > Associated Types > Extending an Existing Type to Specify an Associated Type,Extending an Existing Type to Specify an Associated Type,teachable,swift.generics.existing-associated,swift.generics.existing-associated,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Adding-Constraints-to-an-Associated-Type,languageguide-generics-xhtml.014.adding-constraints-to-an-associated-type,3,Generics > Associated Types > Adding Constraints to an Associated Type,Adding Constraints to an Associated Type,teachable,swift.generics.associated-constraint,swift.generics.associated-constraint,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Using-a-Protocol-in-Its-Associated-Types-Constraints,languageguide-generics-xhtml.015.using-a-protocol-in-its-associated-type-s-constraints,3,Generics > Associated Types > Using a Protocol in Its Associated Type's Constraints,Using a Protocol in Its Associated Type's Constraints,teachable,swift.generics.protocol-associated-constraint,swift.generics.protocol-associated-constraint,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Generic-Where-Clauses,languageguide-generics-xhtml.016.generic-where-clauses,2,Generics > Generic Where Clauses,Generic Where Clauses,teachable,swift.generics.where,swift.generics.where,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Extensions-with-a-Generic-Where-Clause,languageguide-generics-xhtml.017.extensions-with-a-generic-where-clause,2,Generics > Extensions with a Generic Where Clause,Extensions with a Generic Where Clause,teachable,swift.generics.where-extension,swift.generics.where-extension,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Contextual-Where-Clauses,languageguide-generics-xhtml.018.contextual-where-clauses,2,Generics > Contextual Where Clauses,Contextual Where Clauses,teachable,swift.generics.contextual-where,swift.generics.contextual-where,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Associated-Types-with-a-Generic-Where-Clause,languageguide-generics-xhtml.019.associated-types-with-a-generic-where-clause,2,Generics > Associated Types with a Generic Where Clause,Associated Types with a Generic Where Clause,teachable,swift.generics.associated-where,swift.generics.associated-where,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Generic-Subscripts,languageguide-generics-xhtml.020.generic-subscripts,2,Generics > Generic Subscripts,Generic Subscripts,teachable,swift.generics.subscript,swift.generics.subscript,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Generics.xhtml,LanguageGuide/Generics.xhtml#Implicit-Constraints,languageguide-generics-xhtml.021.implicit-constraints,2,Generics > Implicit Constraints,Implicit Constraints,teachable,swift.generics.implicit-copyable,swift.generics.implicit-copyable,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/OpaqueTypes.xhtml,LanguageGuide/OpaqueTypes.xhtml#opaque-and-boxed-protocol-types,languageguide-opaquetypes-xhtml.001.opaque-and-boxed-protocol-types,1,Opaque and Boxed Protocol Types,Opaque and Boxed Protocol Types,context,,,reviewed-no-lesson,Reviewed as chapter context or explanatory grouping; no distinct interaction required.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/OpaqueTypes.xhtml,LanguageGuide/OpaqueTypes.xhtml#The-Problem-that-Opaque-Types-Solve,languageguide-opaquetypes-xhtml.002.the-problem-that-opaque-types-solve,2,Opaque and Boxed Protocol Types > The Problem that Opaque Types Solve,The Problem that Opaque Types Solve,teachable,swift.opaque.problem,swift.opaque.problem,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/OpaqueTypes.xhtml,LanguageGuide/OpaqueTypes.xhtml#Returning-an-Opaque-Type,languageguide-opaquetypes-xhtml.003.returning-an-opaque-type,2,Opaque and Boxed Protocol Types > Returning an Opaque Type,Returning an Opaque Type,teachable,swift.opaque.return,swift.opaque.return,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/OpaqueTypes.xhtml,LanguageGuide/OpaqueTypes.xhtml#Boxed-Protocol-Types,languageguide-opaquetypes-xhtml.004.boxed-protocol-types,2,Opaque and Boxed Protocol Types > Boxed Protocol Types,Boxed Protocol Types,teachable,swift.opaque.boxed,swift.opaque.boxed,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/OpaqueTypes.xhtml,LanguageGuide/OpaqueTypes.xhtml#Differences-Between-Opaque-Types-and-Boxed-Protocol-Types,languageguide-opaquetypes-xhtml.005.differences-between-opaque-types-and-boxed-protocol-types,2,Opaque and Boxed Protocol Types > Differences Between Opaque Types and Boxed Protocol Types,Differences Between Opaque Types and Boxed Protocol Types,teachable,swift.opaque.difference,swift.opaque.difference,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/OpaqueTypes.xhtml,LanguageGuide/OpaqueTypes.xhtml#Opaque-Parameter-Types,languageguide-opaquetypes-xhtml.006.opaque-parameter-types,2,Opaque and Boxed Protocol Types > Opaque Parameter Types,Opaque Parameter Types,teachable,swift.opaque.parameter,swift.opaque.parameter,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AutomaticReferenceCounting.xhtml,LanguageGuide/AutomaticReferenceCounting.xhtml#automatic-reference-counting,languageguide-automaticreferencecounting-xhtml.001.automatic-reference-counting,1,Automatic Reference Counting,Automatic Reference Counting,context,,,reviewed-no-lesson,Reviewed as chapter context or explanatory grouping; no distinct interaction required.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AutomaticReferenceCounting.xhtml,LanguageGuide/AutomaticReferenceCounting.xhtml#How-ARC-Works,languageguide-automaticreferencecounting-xhtml.002.how-arc-works,2,Automatic Reference Counting > How ARC Works,How ARC Works,teachable,swift.arc.works,swift.arc.works,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AutomaticReferenceCounting.xhtml,LanguageGuide/AutomaticReferenceCounting.xhtml#ARC-in-Action,languageguide-automaticreferencecounting-xhtml.003.arc-in-action,2,Automatic Reference Counting > ARC in Action,ARC in Action,teachable,swift.arc.action,swift.arc.action,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AutomaticReferenceCounting.xhtml,LanguageGuide/AutomaticReferenceCounting.xhtml#Strong-Reference-Cycles-Between-Class-Instances,languageguide-automaticreferencecounting-xhtml.004.strong-reference-cycles-between-class-instances,2,Automatic Reference Counting > Strong Reference Cycles Between Class Instances,Strong Reference Cycles Between Class Instances,teachable,swift.arc.strong-cycle,swift.arc.strong-cycle,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AutomaticReferenceCounting.xhtml,LanguageGuide/AutomaticReferenceCounting.xhtml#Resolving-Strong-Reference-Cycles-Between-Class-Instances,languageguide-automaticreferencecounting-xhtml.005.resolving-strong-reference-cycles-between-class-instances,2,Automatic Reference Counting > Resolving Strong Reference Cycles Between Class Instances,Resolving Strong Reference Cycles Between Class Instances,teachable,swift.arc.weak|swift.arc.unowned,swift.arc.weak|swift.arc.unowned,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AutomaticReferenceCounting.xhtml,LanguageGuide/AutomaticReferenceCounting.xhtml#Weak-References,languageguide-automaticreferencecounting-xhtml.006.weak-references,3,Automatic Reference Counting > Resolving Strong Reference Cycles Between Class Instances > Weak References,Weak References,teachable,swift.arc.weak,swift.arc.weak,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AutomaticReferenceCounting.xhtml,LanguageGuide/AutomaticReferenceCounting.xhtml#Unowned-References,languageguide-automaticreferencecounting-xhtml.007.unowned-references,3,Automatic Reference Counting > Resolving Strong Reference Cycles Between Class Instances > Unowned References,Unowned References,teachable,swift.arc.unowned,swift.arc.unowned,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AutomaticReferenceCounting.xhtml,LanguageGuide/AutomaticReferenceCounting.xhtml#Unowned-Optional-References,languageguide-automaticreferencecounting-xhtml.008.unowned-optional-references,3,Automatic Reference Counting > Resolving Strong Reference Cycles Between Class Instances > Unowned Optional References,Unowned Optional References,teachable,swift.arc.unowned-optional,swift.arc.unowned-optional,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AutomaticReferenceCounting.xhtml,LanguageGuide/AutomaticReferenceCounting.xhtml#Unowned-References-and-Implicitly-Unwrapped-Optional-Properties,languageguide-automaticreferencecounting-xhtml.009.unowned-references-and-implicitly-unwrapped-optional-properties,3,Automatic Reference Counting > Resolving Strong Reference Cycles Between Class Instances > Unowned References and Implicitly Unwrapped Optional Properties,Unowned References and Implicitly Unwrapped Optional Properties,teachable,swift.arc.unowned-iuo,swift.arc.unowned-iuo,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AutomaticReferenceCounting.xhtml,LanguageGuide/AutomaticReferenceCounting.xhtml#Strong-Reference-Cycles-for-Closures,languageguide-automaticreferencecounting-xhtml.010.strong-reference-cycles-for-closures,2,Automatic Reference Counting > Strong Reference Cycles for Closures,Strong Reference Cycles for Closures,teachable,swift.arc.closure-cycle,swift.arc.closure-cycle,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AutomaticReferenceCounting.xhtml,LanguageGuide/AutomaticReferenceCounting.xhtml#Resolving-Strong-Reference-Cycles-for-Closures,languageguide-automaticreferencecounting-xhtml.011.resolving-strong-reference-cycles-for-closures,2,Automatic Reference Counting > Resolving Strong Reference Cycles for Closures,Resolving Strong Reference Cycles for Closures,teachable,swift.arc.capture-list|swift.arc.weak-vs-unowned,swift.arc.capture-list|swift.arc.weak-vs-unowned,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AutomaticReferenceCounting.xhtml,LanguageGuide/AutomaticReferenceCounting.xhtml#Defining-a-Capture-List,languageguide-automaticreferencecounting-xhtml.012.defining-a-capture-list,3,Automatic Reference Counting > Resolving Strong Reference Cycles for Closures > Defining a Capture List,Defining a Capture List,teachable,swift.arc.capture-list,swift.arc.capture-list,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/AutomaticReferenceCounting.xhtml,LanguageGuide/AutomaticReferenceCounting.xhtml#Weak-and-Unowned-References,languageguide-automaticreferencecounting-xhtml.013.weak-and-unowned-references,3,Automatic Reference Counting > Resolving Strong Reference Cycles for Closures > Weak and Unowned References,Weak and Unowned References,teachable,swift.arc.weak-vs-unowned,swift.arc.weak-vs-unowned,reviewed-implemented,Mapped to interactive lesson.
